"female","LHML","LHEB","LHHD","LHMLD","LHAPD","RHML","RHEB","RHHD","RHMLD","RHAPD","LRML","LRMLD","LRAPD","RRML","RRMLD","RRAPD","LFML","LFBL","LFEB","LFAB","LFHD","LFMLD","LFAPD","RFML","RFBL","RFEB","RFAB","RFHD","RFMLD","RFAPD","LTML","LTPB","LTMLD","LTAPD","RTML","RTPB","RTMLD","RTAPD","BIB","LIBL","RIBL","LAcH","RAcH"
0,273,52,38.34,18.23,17.2,273,52,38.59,16.55,17.43,221,11.89,10.12,223,12.17,10.33,389,385,67,63.67,38.93,21.32,23.54,387,383.5,66,64.64,38.61,21.12,23.32,314,64,16.33,23.76,314,65,16.36,23.5,196,115,114,44.3,43.98
1,279,50,38.34,18.32,16.85,282,49,38.89,18.54,17.23,218,12.61,12.01,223,13.78,11.65,399,394,69,65.96,37.57,20.74,25.85,401,397,70,66,37.21,21.41,25.83,331,66,18.06,20.8,333,67,18.79,21.66,201,149.29,161.49,54.52,51.3
0,260,50,37.42,17.72,17.07,262,50,38.06,16.62,18.83,214,12.13,9.74,215,12.13,9.83,365,362,68,62.17,36.64,20.85,24.66,362,360,68,59.7,36.28,20.47,24.41,312,61,15.86,23.16,311,60,17.8,22.01,207,124,122,42.42,42.59
1,275.5,47,33.8,14.6,14.83,273,48.5,34.34,15.13,15.82,221,11.31,8.84,220,11.6,9.14,402,400.5,64,58.42,37.67,19.21,24.12,406,403,64,58.5,37.54,19.76,23.61,341,59,17.11,21.06,340,58,17.61,20.23,197,159.27,155.35,42.73,42.05
1,251,41,33.69,12.96,13,255,42,34.08,13.76,14,198,9.47,7.97,198,10.2,7.97,377,373,61,56.38,34.11,17.9,19.9,371.5,368.5,60.5,58.1,34.17,18.58,20.31,309,55,16.1,19.09,313,56,16.38,19.15,184,159.31,136.32,39.81,40.4
0,288.77,54.57,37.46,21.15,21.09,334,67,50.56,25.81,24.85,229.1,13.37,11.92,267,15.65,14.43,409.08,446.64,77.93,68.65,48.81,24.35,27.99,479,475,90,81.76,52.27,30.37,32.66,351.89,68.74,21.55,25.86,382,84,25.27,28.61,309,157.35,179,39.42,59.37
0,318,51,38.28,16.61,17.67,319,52,39.37,17.73,17.65,249,13.13,11.14,253,13.89,11.37,444,440,66,55.63,40.61,26,25.93,443,438,68,56.3,39.46,25.81,27.21,373,59,21.06,27.48,374,62,19.74,27.3,252,146,149,45.14,44.43
1,285,43,36.66,14.13,15.82,296,47,36.5,14.99,16.31,226,11.69,9.41,228,13.05,9.9,418,416,63,54.94,36.28,22.38,24.19,420,417,65,52.92,38.52,23.89,23.57,349,59,19.55,22.8,350,60,18.56,22.19,218,155.97,132,41.26,42.45
1,287,46,34.74,13.49,16.51,289,46,33.07,14.29,17.71,227,9.47,10.16,232,10.61,10.43,437,432,61,56.16,35.71,20.59,23.41,428,425,63,55.84,35.44,21.7,24.68,362,57,20.26,25.03,366,57,22.42,26.47,240,132,134,42.44,41.3
1,318,50,36.29,16.47,17.66,315,49,36.73,17.31,17.77,227,9.8,9.21,231,10.21,9.46,431,429,69,61.44,37.72,21.4,26.69,426.5,424,70,61.71,37.06,22.09,26.88,371,63,21.32,23.63,373,63,26.56,29.61,225,145,144,42.17,42.33
0,317,60,43.15,19.96,19.23,316,61,44.03,19.94,20.77,250,13.27,11.24,255,14.38,11.46,461,457,73,67.11,40.02,22.36,28.25,458,453,75,69.15,40.55,21.95,27.42,384,68,19.65,25.33,381,68,19.3,24.53,233,130,135,46.76,45.44
1,289,55,40.51,15.36,17.6,295,55,40.11,18.26,17.09,232,10.75,9.35,230,11.15,9.7,369.75,399.84,78.65,73.34,42.78,27.82,29.32,411.59,424.43,88.34,60.79,49.02,28.95,28.86,329.05,66.11,21.65,27.18,321.95,76.83,25.97,29,270,151,152,44.98,45.24
0,323,60,44.61,18.07,20.92,317.42,57.1,42.92,14.54,23.93,238,14.22,11.24,246.41,12.63,10.17,438,435,78,69.28,45.33,22.7,29.21,426.32,456.51,81.09,70.77,43.56,23.1,26.46,356,71,19.38,25.3,369.81,78.98,23.66,27.59,267,148,147,50.75,52.59
1,292,55,38.67,18.53,21.63,296,56,37.33,17.91,20.64,216,12.49,10.07,215,12.94,10.36,412,407,71,64.62,40.06,22.23,27.86,420,417,71,62.21,40.51,24.53,28.45,341,71,18.05,29.52,340.5,66,19.15,30.12,272,147,155,47.06,47.05
0,337.5,65,45.64,22.13,23.07,342,67,44.73,23.64,22.37,269,14.16,12.05,267,14.6,12.12,424.18,471.24,79.58,69.71,48.08,21.4,29.74,468,462,81,73.26,47.34,25.97,31.23,390,73,22.69,33.53,393,74,22.4,31.54,275,161.08,151,55.09,52.66
1,284,52,37.84,15.92,17.09,291,54,36.45,17.64,17.16,221,11.76,9.37,224,13.22,9.27,410,407,69,64.19,38.96,20.94,29.27,418,416,68,62.22,39.26,22.75,30.97,342,65,19.13,25.67,344,67,18.26,24.2,246,145,147,43.88,44.75
1,284,52,34.76,18.19,16.57,288,53,35.38,16.95,16.67,222,12.41,8.59,220,11.12,8.83,393,387.5,63,63.09,37.2,21.5,25.92,394,390,68,60.13,36.96,23.08,26.77,322,68,16.88,23.51,326,64,17.3,25.63,275.2,146,150,44.87,43.9
0,304,59,44.21,20.33,19.63,303,59,43.55,22.7,19.54,245,12.27,10.93,242,11.74,11.18,435.87,446.36,79.34,64.67,44.6,31.17,29.09,437,432,78,72.2,44.78,25.72,26.56,349.2,72.34,19.66,21.72,359,70,19.75,30.47,274,151,153,51.32,52.43
1,328.09,57.81,46.57,21.74,20.38,297.24,65.8,38.86,21.14,19.34,269.62,13.53,12.1,237.52,14.53,8.39,400,397,67,61.97,39.26,21.29,26.63,402,397,67,62.82,39.33,23.23,27.95,340,64,18.65,25.36,338,65,18.48,24.97,259,150,147,43.75,46.58
0,307,66,42.12,21.87,22.19,310,63.5,41.89,22.24,22.96,255,12.92,12.87,254,12.99,12.42,427,424,80,70,48,26.76,29.62,372.42,428.6,64.95,50.2,41.33,20.88,26.37,368,71,17.81,28.25,309.49,72.19,24.27,24.13,253.21,149,148,55.01,53.77
0,290,57,41.32,17.15,17.99,294,57,42.09,19.99,17.46,224,11.49,10.23,229,12.2,10.91,414,409,78,71.74,45.05,22.31,25.01,414,410,77,70.69,44.6,22.85,25.87,342,73,18.46,26.51,341,70,19.43,27.03,253,140,141,50.78,50.73
1,292,53,39.94,17.65,17.22,291,54,39.96,18.13,17.48,218,12.23,9.55,212,11.98,9.22,416,411,71,66.51,41.56,21.4,26.65,421,415,72,65.78,41.75,23.6,29.46,328,65,16.95,24.25,328,62,16.74,19.26,273,149,149,46.38,47.29
0,302,63,43.66,25.52,22.34,275.13,58.06,43.2,18.41,23.13,261,14.6,13.36,257.84,17.58,11.31,396.39,458.7,75.54,74.99,46.09,26.41,25.07,430,422,80,68.06,45.95,26.33,30.66,349.89,69.04,24.16,29.19,369,70,23.37,28.89,277,155,154.5,52.73,46.44
1,292,53,38.28,16.61,19.13,300,53,38.74,18.17,18.19,229,11.91,10.18,220,13.19,10.66,404.57,435.15,68.63,77.09,42.72,27.17,28.38,399,390,71,62.04,39.54,24.31,25.9,323.72,75.8,25.58,20.91,324,64,19.42,24.6,251,148.11,143,48.83,46.26
0,319,61,47.67,20.58,20.59,322,63,48.94,21.18,21.03,250,11.9,11.45,200.2,13.33,11.95,443,438,82,74.82,47.15,24.36,29.03,446,440,82,72.72,46.68,22.97,31.19,371,80,19.51,26.86,370,79,24.05,32.76,265,150,150,55.16,51.61
0,312,59,44.72,20.75,21.61,313,59,45.17,20.81,22.86,245,12.85,10.6,248,13.62,11.3,438,434,80,74.6,46.04,24.68,29.93,395.59,354.53,67.46,62.25,50.2,28.45,29.31,366,74,20.01,28.88,363.07,55.81,18.32,28.81,260,150,154,51.94,52.47
0,297,60,41.51,19.31,21.22,302,59,42.55,19.76,20.9,244,13.46,10.79,245,12.34,10.49,421,419,74,65.55,44.11,21.14,28.86,449.23,430.08,67.79,75.52,41.51,24.8,29.08,359,71,18.3,24.31,299.91,72.07,19.75,25.06,252,144,146,49.8,50.6
1,274,49,33.11,16.18,17.18,274,48,33.47,14.76,17.7,219.36,16.66,10.81,208,10.58,9.01,387,383,62,59.08,33.94,21.74,22,389,382,63,56.82,34.38,22.35,22.71,326,57,16.91,25.07,324,61,16.85,24.76,254,138,139,43.29,42.56
1,305,54,35.89,15.54,19.55,305,54,35.53,16.49,19.21,238,10.57,9.87,235,10.76,9.71,420,417,67,63.06,40.91,21.34,27.74,427,421,69,62.13,40.41,23.98,28.61,344,67,18.77,28.15,353,67,18.43,28.15,256.86,152,151,46.36,46.82
1,294.77,58.03,39.27,20.33,22.81,321,55,39.05,16.64,18.01,227.08,12.06,10.5,238,13.47,9.35,423.06,381.71,79.93,59.19,37.03,28.03,24.79,431,424,74,69.76,38.91,23.94,24.49,379.47,71.76,22,25.61,359,70,20.57,26.05,236,147,145,45.01,44.78
0,320,59,45.36,18.83,19.2,294.91,48.44,42.59,20.85,23.05,246,13.69,11.36,230.6,14.38,11.98,433.5,431,76,71.34,42.52,28.68,26.64,447.88,444.05,74.22,69.22,45.49,26.42,18.49,384,74,19.99,28.33,373.47,72.74,16.88,24.17,262,146,128.84,48.62,49.54
0,359,63,45.5,20.91,22.31,366,65,46.98,23.03,22.43,278,15.1,13.06,279,16.27,13.13,499,495,78,68.35,47.57,26.51,34.44,434.34,456.46,75.88,68.14,49.17,24.35,32.08,423,73,23.55,30.91,322.16,67.79,23.89,28.94,245,150.37,172,52.82,55.63
0,302.15,63.85,36.9,18.81,16.32,314,62,46.46,23.09,21.86,220,12.89,12.85,241,17.38,11.38,473.97,435.37,70.1,85.28,44.04,26.32,27.89,435,433,78,69.14,46.22,25.97,29.97,407.07,70.5,21.93,25.09,360,72,23.49,26.95,242,167.33,138,49.56,51.29
1,304,58,39.76,22.07,21.04,295,51,41.46,22.78,19.79,211,14.87,10.87,246.26,13.78,11.66,423,420,75,68.02,42.39,25.31,28.53,430.92,439.72,71.72,70.42,52.94,21.61,30.35,338,67,22.48,25.85,340,67,22.68,26.95,296,157.32,150.56,49.06,49.45
0,347,68,52.22,22.84,22.66,335,54.5,51.88,21.41,21.09,257,18.17,11.64,243,14.04,11.38,462,461,84,80.72,48.11,26.92,28.6,466,462,84.5,79.04,48.17,27.83,29.37,375,77,20.99,30.11,379,75,22.58,31.08,301,153.37,147.83,40.27,51.99
1,282,55,40.58,19.21,20.06,296,56,42.2,19.19,19.81,208,13.6,10.33,205,12.84,10.63,390,388,70,64.91,42.76,25.19,25.87,385,383,71,64.87,42.43,26.46,26.61,304,67,19.47,25.73,307,66,19.28,24.85,289,136.92,144.33,43.57,47.8
0,307,59,45.79,18.91,22.84,313,59.5,46.83,20.59,22.16,226,14.24,10.81,226,14.15,10.71,430,429,73,71.79,42.73,23.01,26.87,432,428,75,69.54,43.11,23.47,27.95,339,67,21.04,26.26,340,66,20.1,24.72,281,140.11,153.56,46.45,41.23
1,284,52,39.26,16.92,18.12,290,54,39.1,18.39,18.18,205,11.72,10.25,205.5,13.1,10.11,394,393,72,66.83,38.78,25.08,24.75,396,393,71,62.58,39.95,24.82,24.51,316,64,20.13,22.33,319,63,19.43,24.23,275,142,187.87,48.02,52.89
0,339,73,53.85,25.04,24.47,353,75,55.67,26.19,25.89,258,18.61,13.29,266,19.13,13.81,485,482,91,83.68,53.75,32.22,32.36,479,475,92,82.73,55.27,31.46,33.69,405,84,26.06,29.74,411,83,26.01,30.46,300,163.98,139.74,48.4,46
0,335,61,51.19,22.34,24.7,342,60,49.63,21.45,24.34,254,14.86,12.26,254,14.76,11.21,465,463,81,72.28,47.83,30.42,30.01,467,464,82,69.88,48.18,29.98,31.09,374,76,20.98,30.19,369,74,22.49,27.63,272,167.36,142,53.89,49.08
1,287,53,40.78,18.54,18.94,296,55,40.34,20.28,19.41,206,13.05,10.95,208,13.53,11.75,410,402,71,62.7,44.83,23.73,24.24,410,401,72,62.46,43.97,23.6,24.45,338,68,20.32,23.62,336,66,20.82,23.46,261,149.11,152.41,50.87,48.68
1,287,53,41.9,21.44,19.94,297,55,41.14,21.72,19.18,221,14.25,10.76,223,12.81,11.05,414,409,76,64.34,42.78,27.46,27.31,413,410,76,64.52,41.62,25.94,28.36,342,65,21.51,25.74,339,65,21.37,24.47,254,153.83,134.49,44.7,54.78
0,311,58,44.89,15.91,18.56,319,59,44.98,16.75,18.61,238,12.87,10,239,13.22,10.43,408,405,80,67.44,45.96,25.24,22.95,414,409,77,64.67,45.31,23.62,23.31,337,72,17.51,24.51,337,68,17.84,24.47,259,155.27,157.97,58.95,53.12
1,285,52,39.16,19.43,17.73,292,53,38.32,19.47,17.55,212,14.25,11.07,210,11.76,10.36,420,415,69,62.2,43.21,22.82,23.08,420,415,71,59.74,40.99,22.72,23.33,336,63,17.95,23.63,331,62,17.92,23.46,258,136.7,139.48,51.02,47.35
1,267,55,39.25,20.55,20.68,275,54,40.47,20.73,20.06,204,16.05,11.07,206,13.83,10.76,373,370,70,65.17,38.92,23.24,25.24,374,369,69,62.13,38.51,22.63,25.76,311,63,20.21,23.28,306,61,21.37,24.21,246,138.23,166.57,57.19,50.2
0,311,57,43.94,22.96,20.37,320,59,44.26,22.74,20.27,246,16.55,13.25,245,17.55,14.3,454,452,81,72.22,45.57,27.11,32.13,457,455,81,72.3,44.79,27.1,33.41,373,76,24.78,27,368,72,24.6,28.25,254.5,138.67,162.57,46.05,44.95
0,340,66,51.59,25.15,24.77,313.32,54.88,46.68,20.15,27.82,254,17.23,13.45,252,16.5,13.85,455,449,84,73.97,49.75,31.17,28.92,455,448,85,74.79,50.94,29.82,28.76,370,70,22.4,29.67,371,68,21.96,26.19,279,144.48,151.07,50.32,53.53
1,274,55,40.91,20.78,21.14,284,57,41.56,20.9,20.82,209,12.7,11.11,211,13.14,11.27,408,406,72,65.19,39.7,27.63,26.62,406,404,71,66.55,41.21,26.5,26.33,326,66,20.35,27.06,324,64,20.65,26.75,261,151.98,160.36,54.08,42.19
1,273,54,40.81,20.65,21.78,283,55,41.25,20.89,21.01,209,13.37,11.15,211,13.22,11.28,408,406,71,62.82,39.9,27.32,26.68,407,404,70,64.87,41.3,26.58,26.32,324,64,20.17,26.66,324,62,21.93,26.96,266,151.06,150.13,46.67,42.84
0,344,64,51.27,24.33,24.11,342,65,50.36,22.66,22.49,262,16.18,13.65,260,15.83,12.72,495,490,83,76.8,49.29,30.31,30.15,494,490,86,71.93,49.24,29.92,30.57,394,78,24.94,26.66,387,75,24.43,30.43,288,144.15,159.02,50.06,54.5
0,344,64,51.06,23.56,24.25,342,65,50.5,25.12,23.24,261,16.28,13.48,260,15.74,12.8,494,489,83,72.19,49.37,30.37,30.23,495,490,85,71.12,49.62,29.49,30.13,394,79,25.31,29.47,388,74,24.63,30.19,288,161.36,154.92,47.99,49.12
1,288,53,39.85,17.92,17.82,302,53,39.44,18.91,18.47,220,13.97,10.65,221,15.4,10.52,410,405,70,64.61,37.99,23.36,24.67,401,397,71,63.43,38.68,23.6,24.71,335,63,18.88,23.17,332,62,19.16,25.64,246,147.9,170.09,50.05,50.99
0,309,65,48.04,23.6,23.73,325,66,48.68,25.79,24.76,238,15.96,12.44,241,15.63,13.41,453,449,78,68.74,46.44,25.45,29.36,410.24,411.66,78.94,74.81,40.98,23.87,23.72,371,66,22.05,26.37,372,68,22.27,27.59,272,134.51,134.93,50.87,47.21
1,291,53,39.77,17.75,19.45,303,55,40.8,19.36,18.52,212,15.59,9.48,219,14.81,9.67,416,412,73,66.36,39.82,26.22,23.45,414,411,72,68.45,40.41,25.31,24.22,330,64,19.73,26.56,327,66,20.73,26.16,274,145.56,145.99,42.78,53.66
1,271,52,39.17,18.97,19.1,278,51,38,19.32,18.7,209,13.03,10.8,211,14.75,10.84,387,378,70,65.68,37.76,24.89,24.62,393,385,71,64.26,38.61,24.44,23.8,305,63,17.8,21.39,312,64,18.27,23.85,248,121.73,153.52,46.37,50.68
1,286,56,40.1,18.03,18.51,306,56,39.06,19.17,17.5,211,13.82,9.73,213,14.54,9.71,395,390,73,68.54,42.73,25.68,22.85,397,391,74,66.04,43.2,24.2,23.6,308,69,19.95,20.9,310,70,19.31,21.4,273,152.61,149.28,46.87,55.93
0,324,62,50.21,23.43,22.86,326,62,50.84,24.18,24.08,243,16.2,12.95,246,17.19,13,452,450,85,72.82,48.95,32.46,28.38,450,448,86,73.66,49.23,33.15,28.79,370,79,27.44,27.57,368,79,29.83,28.77,294,142.38,148.59,49.01,57.83
1,289,54,41.88,17.06,18.09,296,53,40.72,18.16,16.57,219,13.39,9.33,213,13.07,9.02,407,400,72,66.34,41.83,25.59,23.64,408,401,73,65.85,41.8,23.76,23.35,327,66,17.44,22.66,327,68,17.58,23.47,279,130.75,145.83,43.08,55.63
1,286,55,41.2,19.86,19.23,293,56,42.36,20.05,19.04,215,13.2,10.65,221,14.94,9.86,404,401,70,61.6,41.9,26.52,27.89,400,398,71,62.11,41.83,25.42,26.46,325,64,18.26,23.33,326,61,19.75,23.25,286,142.92,148.36,47.83,47.55
0,338,67,49.43,22.86,24.14,345,67,50.4,24.49,22.49,254,15.81,13.68,252,16.8,13.38,461,457,83,68.84,50.19,28.26,32.61,461,458,78,67.24,50.19,28.69,34.88,385,76,22.73,32.37,376,75,24.21,31.13,271,165.86,154.98,55.48,42.56
0,327,68,47.36,22.94,23.13,334,67,48.99,22.3,23.88,269,14.83,13.44,268,17.36,13.59,444,439,80,77.03,47.87,28.35,28.84,444,438,82,76.54,47.9,28.88,28.67,387,75,25.15,29.47,391,77,25.74,29.32,273,150.26,133.59,46.56,47.03
1,302,57,40.8,17.01,16.99,310,57,42.61,19,17.13,231,12.76,9.34,237,13.11,9.84,446,441,71,65.07,41.03,22.27,23.19,448,440,71,66.15,41.45,20.64,23.49,365,64,18.27,23.04,366,66,19.24,22.6,259,152.1,154.11,47.72,45.82
0,305,61,48,21.87,22.23,305,62,45.61,21.33,21.8,230,16.81,13.1,231,16.56,12.86,410,409,80,69.83,46.79,30.91,29.31,410,408,79,70.33,46.77,30.52,30.48,345,80,22.73,29.96,348,74,23.21,28.54,277,161.81,145.84,45.27,60.79
1,308,51,41.54,20.58,19.38,311,55,42.11,20.84,21.31,228,13.2,10.23,226,13.9,10.96,431,424,73,65.36,40.61,26.18,28.37,433,429,74,66.26,41.16,26.59,28.46,359,67,22.54,25.97,357,67,21.21,26.89,266,145.16,133.02,51.87,48.08
0,335,62,48.61,18.83,22.12,337,59,48.58,18.86,21.61,257,14.35,12.93,261,13.61,13.03,462,459,85,75.08,48.54,30.32,28.19,458,454,83,77.58,48.92,28.24,28.08,375,79,22.72,27.84,369,72,22.05,28.27,281,158.76,144.71,47.25,49.54
0,330,66,46.69,20.54,22.7,335,65,45.87,22.54,22.81,242,16.06,13.12,242,17.82,13.64,431,430,78,71.01,45.72,31.14,30.84,438,435,79,74.54,46.31,30.03,30.45,365,74,22.17,30.22,356,75,24.04,30.19,263,154.18,156.45,46.68,48.55
1,284,50,38.32,18.89,22.08,292,50,39.93,20.42,21.24,202,14.74,10.77,208,14.78,11.26,411,409,73,65.83,41.06,26.29,24.7,411,406,74,65.02,41.8,25.79,25.02,336,66,20.22,21.24,334,63,21.48,22.81,272,137.51,158.46,47.68,49.81
0,319,67,50.09,23.3,24.29,324,69,48.09,24.19,25.12,251,15.43,13.53,253,17.18,13.53,450,446,82,73.92,49.16,30.01,29.9,446,443,82,73.71,49.3,29.49,30.55,365,75,23.46,28.75,363,76,22.42,29.65,294,140.46,151.2,52.64,45.2
0,327,69,47.36,20.62,22.78,340,68,48.08,22.23,20.91,250,15.29,13.06,250,16.02,13.26,439,435,79,69.05,49.89,28.36,27.63,436,430,80,72.01,48.45,27.41,27.76,366,70,23.31,27.83,365,72,20.79,26.07,274,147.93,149.8,53.46,48.58
1,275,51,37.95,17.16,18.41,281,52,37.9,17.19,17.82,202,12.65,10.29,201,12.16,10.06,410,406,70,61.18,40.31,23.89,23.89,408,401,69,62.07,40.27,22.99,22.76,331,64,18.17,21.43,326,66,19.39,22.22,265,136.28,164.05,45.99,47.88
1,295,53,42,17.53,19.24,303,54,41.6,18.39,18.87,218,14.72,9.94,221,14.42,9.74,409,407,71,64.91,42.93,28.89,26.35,412,410,72,65.31,42.14,28.21,25.91,320,65,20.86,19.89,321,65,20.56,23.51,279.5,155.98,162.49,50.81,50.26
0,334,67,46.28,23.34,25.2,342,63,45.98,23.29,24.55,260,15.61,12.57,266,17.35,13.67,482,479,83,72.52,45.84,27.8,32.37,484,478,82,73.25,46.4,26.69,34.14,410,72,25.49,27.26,408,71,25.14,29.29,283,150.76,149.36,49.66,42.58
0,291,61,42.31,18.65,20.23,297,62,43.67,19.85,19.92,224,14.36,12.69,221,15.37,12.62,413,411,73,67.88,42.34,25.25,27.87,415,411,73,66.88,42.97,25.52,28.17,332,69,21.43,24.24,331,65,22.39,24.61,254,141.26,157.3,53,46.66
1,274,50,39.22,15.2,16.99,279,52,39.32,16.07,17.85,209,12.7,9.97,213,13.84,9.65,398,392,73,64.25,40.36,24.15,23.34,399,394,75,68.17,41.11,24.6,23.64,318,65,18.86,21.29,325,66,20.87,20.61,248,150.34,148.57,53.79,55.26
0,283,52,41.6,17.8,18.52,283,51,40.91,18.32,18.83,203,11.81,10.12,204,10.7,9.75,412,409,67,57.56,41.79,22.99,24.2,414,410,65,57.17,43.23,22.16,24.37,323,61,19.33,22.3,327,62,20.52,23.91,257,146.88,140.74,49.14,50.01
1,300,56,43.43,20.89,20.82,307,58,44.46,21.73,21,224,13.88,11.03,226,14.81,11.33,428,423,72,66.44,41.36,24.83,27.69,430,424,73,66.42,41.83,24.39,28.06,341,67,20.26,22.93,342,63,21.79,23.73,263,140.55,146.88,49.12,50.84
1,291,47,36.51,13.96,16.22,295,49,35.18,14.95,14.81,213,12.95,9.83,219,12.46,9.34,402,398,64,59.22,35.44,23.79,23.12,402,398,63,57.94,36.22,22.67,22.6,317,59,16.69,21.27,319,58,16.84,22.97,260,136.16,142.2,44.82,64.84
0,320,64,49.72,23.89,24.13,331,61,48.9,24.24,24.03,235,17.32,13.15,238,16.91,13.4,452,448,81,75.21,47.83,28.16,34.03,444,441,82,72.5,46.48,27.9,33.34,353,76,24.29,28.72,354,76,23.14,27.36,278,127.82,132.82,49.86,55.58
1,297,56,40.64,21.48,20.73,302,56,40.64,22.74,20.25,214,14.12,11.33,217,14.94,11.61,384,383,72,62.41,42.61,28.11,28.74,387,385,74,62.95,43.05,27.48,28.61,322,65,21.02,24.45,323,68,21.38,24.51,263,136.79,170.67,46.91,45.58
1,276,57,38.82,17.83,20.43,282,56,38.52,18.56,20.58,211,13.81,10.26,215,15.55,10.66,401,396,71,63.77,38.56,24.22,24.15,398,392,71,63.75,38.38,23.55,23.19,338,63,18.79,23.55,338,61,18.93,23.93,233,145.16,130.49,54.41,54.88
0,318,62,47.37,21.16,21.76,327,62,47.84,20.97,21.9,237,15.7,12.85,242,15.53,13.49,433,428,79,74.35,46.49,24.32,31.51,433,428,81,75.52,48.11,24.44,30.97,338,76,24.84,28.55,336,74,24.84,29.69,242,157,146.44,54.82,48.41
1,296,54,38.95,17.92,18.74,309,55,38.45,18.44,19.04,229,13.23,10.66,236,14.75,10.73,439,432,70,63.42,38.56,24.92,24.86,435,430,72,63.37,39.69,24.78,24.32,359,64,18.1,22.03,358,65,19.27,23.61,257,166.09,148.55,45,45.78
0,339,64,50.47,22.67,23.27,341,70,52.91,24.7,22.25,255,16.21,14.1,258,17.45,13.46,477,473,82,73.18,47.91,28.69,28.91,475,470,84,73.45,47.94,28.94,29.52,396,77,23.13,28.32,398,79,23.79,29.55,305,158.2,135.21,48.14,47.48
0,323,56,43.56,21.42,18.63,323,58.5,45.3,21.88,20.19,248,14.48,11.69,201.17,14.78,11.22,437.5,433,78,71.92,46.46,25.09,30.75,442,439,77.5,69.69,47.68,24.44,32.85,315.8,58.38,26.07,26.98,385,76,20.78,28.92,272,162,161.5,48.62,51.75
0,277.5,52,38.57,20.67,15.86,276,51,37.75,20.75,15.15,213,14.11,10.16,212,12.35,9.19,404,399,72,61.22,38.7,22.89,22.69,397,394,73,64.06,39.02,21.58,23.16,338,66,16.92,22.84,336,64,16.89,23.77,270,140,140,46.68,45.05
1,256,50,37.02,14.28,17.07,255,49,35.34,13.81,16.32,197,11.08,8.48,196,11.17,7.88,367,364,65,57.5,37.99,21.47,21.72,371,366,67,56.94,37.58,21.01,21.72,305,62,17.53,20.2,306,60,15.97,22.1,235,130,132,42.82,43.14
0,349,65,47.86,23.68,23.51,356,65,49.52,24.02,25.63,276,16.96,13.12,272,16.6,13.53,476,474,83,76.93,48.34,27.82,31.73,473,470,82,75.42,49.09,27.69,31.25,388,78,22.56,26.3,390,79,24.01,25.28,233.82,172,169.16,54.89,56.07
0,313,64.5,45.73,20.99,23.36,320,65,44.58,21.83,23.03,258,15.32,12.39,257,15.99,12.22,444,440,80,71.36,45.36,25.58,28.62,497.04,400.85,73.44,62.39,45.12,18.81,29.63,373,72,22.44,26.47,353.06,69.05,20.75,24.74,262,153,156,51.6,52.88
1,281,55,40.62,17.75,17.92,286,57,40.22,18.18,19.13,249.09,14.47,10.91,223,16.49,10.37,401,397,70,65.44,39.46,24.08,23.95,398,394,71,65.68,39.65,23.66,23.21,337,68,19.53,24.95,338,67,18.85,25.36,280,159,160,45.16,45.09
1,286,55,41.77,18.9,20.57,295,56,42.29,19.58,19.74,221,12.81,10.95,224,13.57,10.56,409,407,72,65.9,45.11,26.01,23.77,412,411,72,63.96,45.19,24.95,24.03,331,65,18.28,24.95,334,65,18.17,24.57,251,162.46,160.55,48.45,51.37
0,315,69,49.91,20.62,21.44,320,68,48.39,23.31,22.03,246,15.04,12.01,246,16.42,12.66,455,452,81,70.8,48.59,27.73,31.8,452,449,82,73.5,48.6,26.88,30.56,360,76,21.78,25.85,351,78,21.95,24.96,268,147.03,161.68,56.94,53.4
0,331,65,47.55,22.03,24.93,276.29,61.67,39.06,23.48,20.53,240,17.21,12.79,239,17.78,13.23,485,483,83,77.41,47.42,30.05,36.54,488,486,85,79.21,48.66,30.34,32.16,382,77,24.51,30.34,385,76,24.15,30.24,274,161,166,53.51,54.72
1,293.12,59.62,31.75,22.23,17.01,327,60,43.77,19.78,18.6,233,14.31,10.27,233,14.23,10.59,440,436,74,64.68,42.04,24.51,26.45,439,435,73,61.31,41.83,22.77,24.96,353,68,19.94,24.66,353.5,68,19.3,23.96,275,156,156,47.58,46.57
0,316.26,56.74,46.22,22.1,19.61,323,70,48.38,23.63,23.93,247,18.14,13.58,248,18.81,13.84,452,449,80,71.74,47.14,27.4,31.14,456,454,80,79.25,48.61,29,31.06,360,75,24.18,25.36,357,77,24.13,29.05,268,136.82,164.1,52.7,53.91
0,315,57,43.23,21.49,22.25,318,57,44.28,23,23.09,242,12.79,11.13,248,13.89,11.95,427,423,71,67.83,42.43,24.19,29.45,428,424,72,66.77,41.94,24.12,29.45,375,70,21.32,23.74,376,71,21.85,24.08,271,157,158,46.56,48.46
1,287,58,41.45,20.52,22.29,300,59,41.83,21.4,21.58,222.5,15.82,10.28,226,15.38,9.91,417,414,74,64.11,40.64,25.67,26.3,417,414,74,64.79,40.72,27.66,26.07,338,67,20.26,26.3,335,68,19.55,26.31,262,154,155,46.06,46.53
1,279,57,41.21,19.05,19.27,287,57,39.11,19.13,20.22,217,13.97,10.18,220,14.56,10.35,387,383,69,60.69,38.87,24.33,25.52,387,385,71,60.57,39.35,25.46,24.54,326,62,17.97,22.27,329,63,18.15,23.06,258,145,150.74,45.94,44.35
